country,year,pop,gdp
Maldives,1964,100214,
Mali,1964,5503752,
Malta,1964,321250,
Marshall Islands,1964,16710,
Mauritania,1964,963747,988.7630476
Mauritius,1964,736381,
Mexico,1964,43264272,187095.7319
Micronesia,1964,50487,
Moldova,1964,2774000,
Mongolia,1964,1074514,
Montenegro,1964,521753,
Morocco,1964,13857142,
Mozambique,1964,8030025,
Myanmar,1964,22867741,3718.263848
Namibia,1964,665282,
Nauru,1964,5500,
Nepal,1964,10728197,3058.295044
Netherlands,1964,12127120,225866.3608
New Zealand,1964,2585400,
Nicaragua,1964,2002119,3973.018342
Niger,1964,3802640,2621.033938
Nigeria,1964,49066059,69741.46284
Niue,1964,,
Norway,1964,3694339,98839.38711
Oman,1964,608887,
Pakistan,1964,49551904,17716.92757
Palau,1964,10593,
Panama,1964,1276276,3267.91329
Papua New Guinea,1964,2186340,1983.171167
Paraguay,1964,2114095,2351.48556
Peru,1964,11281015,35461.21785
Philippines,1964,29962876,34109.26143
Poland,1964,31139450,
Portugal,1964,9035365,50546.98486
Qatar,1964,67567,
Romania,1964,18919126,
Russian Federation,1964,125345000,
Rwanda,1964,3161724,818.2541181
Saint Kitts & Nevis,1964,49930,
Saint Lucia,1964,94814,
Saint Vincent & Grenadines,1964,85069,149.4165739
Samoa,1964,123354,
Sao Tome & Principe,1964,64212,
Saudi Arabia,1964,4677404,
Senegal,1964,3580312,3767.193771
Serbia,1964,,
Seychelles,1964,46322,141.9368189
Sierra Leone,1964,2435204,998.1121145
Singapore,1964,1841600,6848.258159
Slovakia,1964,4327341,
Slovenia,1964,1632114,
Solomon Islands,1964,132782,
Somalia,1964,3001126,
South Africa,1964,19308166,101008.4412
Spain,1964,31609195,318122.8611
Sri Lanka,1964,10903000,6551.808521
Sudan,1964,8503994,9576.105313
Suriname,1964,322997,
Swaziland,1964,382469,
Sweden,1964,7661354,168341.665
Switzerland,1964,5789228,
Syria,1964,5200336,
Tajikistan,1964,2402455,
Tanzania,1964,11339097,
Thailand,1964,30881332,20448.69989
Togo,1964,1662073,770.5972442
Tonga,1964,71757,
Trinidad & Tobago,1964,903275,5693.865606
Tunisia,1964,4458611,
Turkey,1964,30244232,107138.1862
Turkmenistan,1964,1833063,
Tuvalu,1964,6684,
Uganda,1964,7746198,
Ukraine,1964,44794327,
United Arab Emirates,1964,138529,
United Kingdom,1964,54000000,824786.0772
United States of America,1964,191889000,3690250.337
Uruguay,1964,2665390,14387.00261
Uzbekistan,1964,9788986,
Vanuatu,1964,72131,
Venezuela,1964,9476252,131159.4198
Vietnam,1964,37574000,
World,1964,3258201476,13832941.76
Yemen,1964,5543339,
Zambia,1964,3452942,5260.700256
Zimbabwe,1964,4269863,3795.591622
Afghanistan,1965,9938414,
Albania,1965,1864791,
Algeria,1965,12626952,28740.79889
Andorra,1965,18549,
Angola,1965,6203299,
Antigua & Barbuda,1965,60781,
Argentina,1965,22283390,139300.6421
Armenia,1965,2211316,
Australia,1965,11388000,248067.6359
Austria,1965,7270889,114268.8148
Azerbaijan,1965,4592610,
Bahamas,1965,140054,2508.912442
Bahrain,1965,187431,
Bangladesh,1965,55834038,22419.23201
Barbados,1965,235374,
Belarus,1965,8610000,
Belgium,1965,9463667,153906.9092
Belize,1965,106119,125.6208923
Benin,1965,2632356,1482.401907
Bhutan,1965,254464,
Bolivia,1965,4070590,6117.247421
Bosnia & Herzegovina,1965,3535640,
Botswana,1965,597190,278.4471111
Brazil,1965,83498020,308695.4374
Brunei,1965,102425,
Bulgaria,1965,8204168,
Burkina Faso,1965,5174870,1296.857381
Burundi,1965,3077876,645.7491766
Cambodia,1965,6467197,
Cameroon,1965,5777834,5326.78058
Canada,1965,19678000,418366.7073
Cape Verde,1965,231428,
Central African Republic,1965,1648833,935.6502479
Chad,1965,3309573,2154.847787
Chile,1965,8617077,35241.92398
China,1965,715185000,133936.0045
Colombia,1965,19144223,45759.56355
Comoros,1965,207424,
Congo,1965,1184316,1746.424446
"Congo, Dem. Republic",1965,17369883,16892.04601
Cook Islands,1965,,
Costa Rica,1965,1589621,4888.809045
Cote d'Ivoire,1965,4321791,6227.808114
Croatia,1965,4287000,
Cuba,1965,7951933,
Cyprus,1965,580966,
Czech Republic,1965,9779358,
Denmark,1965,4759012,124740.0663
Djibouti,1965,114963,
Dominica,1965,65038,
Dominican Republic,1965,3878948,4784.123019
Ecuador,1965,5250119,12703.06776
Egypt,1965,30875964,23569.15684
El Salvador,1965,3197863,7571.161673
Equatorial Guinea,1965,277396,
Eritrea,1965,1589179,
Estonia,1965,1294566,
Ethiopia,1965,25013626,
European Union (28),1965,423305605,3722454.228
Fiji,1965,463883,812.4351689
Finland,1965,4563732,68518.33414
France,1965,50023774,804778.6236
Gabon,1965,532511,3238.047761
Gambia,1965,400861,
Georgia,1965,3921600,7001.399097
Germany,1965,75963695,
Ghana,1965,7710549,8161.40023
Greece,1965,8550333,83148.33061
Grenada,1965,94581,
Guatemala,1965,4869716,7950.506668
Guinea,1965,3877806,
Guinea-Bissau,1965,652562,
Guyana,1965,651868,1090.989479
Haiti,1965,4271133,
Honduras,1965,2346010,2865.725629
Hungary,1965,10147935,
Iceland,1965,192286,2893.645114
India,1965,497702365,161896.3014
Indonesia,1965,100308894,66744.23056
Iran,1965,24955115,89047.76386
Iraq,1965,8375793,
Ireland,1965,2877300,
Israel,1965,2563000,26333.16951
Italy,1965,52112350,702890.8462
Jamaica,1965,1756266,
Japan,1965,98883000,1245469.887
Jordan,1965,1172550,
Kazakhstan,1965,11588870,
Kenya,1965,9504703,5131.39324
Kiribati,1965,46453,
Korea (North),1965,12547525,
Korea (South),1965,28704674,33581.01346
Kuwait,1965,473554,
Kyrgyzstan,1965,2573300,
Laos,1965,2382594,
Latvia,1965,2265919,
Lebanon,1965,2092348,
Lesotho,1965,933655,314.7945836
Liberia,1965,1252972,1669.256806
Libya,1965,1733306,
Liechtenstein,1965,18649,
Lithuania,1965,2971450,
Luxembourg,1965,331500,9912.319238
"Macedonia, FYR",1965,1592432,
Madagascar,1965,5769218,3907.440722
Malawi,1965,4058673,1087.729294
Malaysia,1965,9526563,16023.31974
Maldives,1965,102766,
Mali,1965,5568484,
Malta,1965,318800,
Marshall Islands,1965,17284,
Mauritania,1965,992367,1148.332896
Mauritius,1965,753000,
Mexico,1965,44623043,200379.5288
Micronesia,1965,52242,
Moldova,1965,2825000,
Mongolia,1965,1107124,
Montenegro,1965,526327,
Morocco,1965,14229044,
Mozambique,1965,8203076,
Myanmar,1965,23391145,4115.844769
Namibia,1965,682551,
Nauru,1965,5738,
Nepal,1965,10913724,3021.497974
Netherlands,1965,12294732,245388.2048
New Zealand,1965,2628400,
Nicaragua,1965,2062630,4330.743396
Niger,1965,3913934,2802.403243
Nigeria,1965,50127214,73148.31715
Niue,1965,,
Norway,1965,3723168,104063.6505
Oman,1965,625009,1469.060078
Pakistan,1965,50845221,19562.91907
Palau,1965,10782,
Panama,1965,1314626,3567.255332
Papua New Guinea,1965,2236206,2186.813491
Paraguay,1965,2170859,2496.524596
Peru,1965,11607681,37454.75299
Philippines,1965,30913933,35905.39049
Poland,1965,31444950,
Portugal,1965,8998595,54322.33336
Qatar,1965,73633,
Romania,1965,19031576,
Russian Federation,1965,126745000,
Rwanda,1965,3232934,875.6098798
Saint Kitts & Nevis,1965,49214,
Saint Lucia,1965,96302,
Saint Vincent & Grenadines,1965,85970,150.7388136
Samoa,1965,127068,
Sao Tome & Principe,1965,64796,
Saudi Arabia,1965,4843635,
Senegal,1965,3682876,3817.37993
Serbia,1965,,
Seychelles,1965,47500,140.431478
Sierra Leone,1965,2473294,1069.778119
Singapore,1965,1886900,7368.536854
Slovakia,1965,4370983,
Slovenia,1965,1649160,
Solomon Islands,1965,136847,
Somalia,1965,3068437,
South Africa,1965,19813947,107192.9465
Spain,1965,31954292,338015.5128
Sri Lanka,1965,11164000,6718.024859
Sudan,1965,8770097,10225.08506
Suriname,1965,331793,
Swaziland,1965,391546,
Sweden,1965,7733853,174774.7629
Switzerland,1965,5856472,
Syria,1965,5373137,
Tajikistan,1965,2487953,
Tanzania,1965,11683528,
Thailand,1965,31822796,22121.7433
Togo,1965,1708630,889.7293642
Tonga,1965,74362,
Trinidad & Tobago,1965,912417,5733.372509
Tunisia,1965,4545339,5059.838759
Turkey,1965,30972965,110163.2644
Turkmenistan,1965,1892599,
Tuvalu,1965,6815,
Uganda,1965,8014401,
Ukraine,1965,45261935,
United Arab Emirates,1965,150362,
United Kingdom,1965,54348050,847789.1698
United States of America,1965,194303000,3926426.358
Uruguay,1965,2694537,14537.43369
Uzbekistan,1965,10143740,
Vanuatu,1965,74289,
Venezuela,1965,9824692,136619.4116
Vietnam,1965,38341000,
World,1965,3324951621,14600908.2
Yemen,1965,5643643,
Zambia,1965,3563407,6136.473015
Zimbabwe,1965,4410212,3981.976828
Afghanistan,1966,10152331,
Albania,1966,1914573,
Algeria,1966,12980267,27359.81185
Andorra,1966,19647,
Angola,1966,6309770,
Antigua & Barbuda,1966,62059,
Argentina,1966,22608748,138381.6393
Armenia,1966,2276031,
Australia,1966,11651000,253933.4586
Austria,1966,7322066,120716.8457
Azerbaijan,1966,4721525,
Bahamas,1966,146366,2736.51919
Bahrain,1966,191780,
Bangladesh,1966,57672990,22994.69154
Barbados,1966,236044,
Belarus,1966,8696496,
Belgium,1966,9527807,158764.0497
Belize,1966,109347,131.6140705
Benin,1966,2682159,1535.410564
Bhutan,1966,262244,
Bolivia,1966,4152668,6514.703077
Bosnia & Herzegovina,1966,3586634,
Botswana,1966,614613,296.1118489
Brazil,1966,85837799,321507.41
Brunei,1966,107316,
Bulgaria,1966,8258057,
Burkina Faso,1966,5256363,1303.829456
Burundi,1966,3152723,675.5375402
Cambodia,1966,6584766,
Cameroon,1966,5915123,5572.609139
Canada,1966,20048000,445916.0103
Cape Verde,1966,239770,
Central African Republic,1966,1682885,941.6831684
Chad,1966,3372170,2115.907696
Chile,1966,8806137,39201.792
China,1966,735400000,148200.189
Colombia,1966,19721462,48195.05598
Comoros,1966,211478,
Congo,1966,1217391,1770.158048
"Congo, Dem. Republic",1966,17861881,18036.5641
Cook Islands,1966,,
Costa Rica,1966,1642186,5273.592934
Cote d'Ivoire,1966,4487204,6948.82386
Croatia,1966,4313000,
Cuba,1966,8110430,
Cyprus,1966,585308,
Czech Republic,1966,9821040,
Denmark,1966,4797381,128159.0794
Djibouti,1966,122866,
Dominica,1966,66311,
Dominican Republic,1966,4001375,5428.225999
Ecuador,1966,5405685,12659.93759
Egypt,1966,31697616,23818.20748
El Salvador,1966,3290411,8113.342989
Equatorial Guinea,1966,284868,
Eritrea,1966,1631147,
Estonia,1966,1308597,
Ethiopia,1966,25641376,
European Union (28),1966,426555372,3882475.197
Fiji,1966,476324,812.4351689
Finland,1966,4580869,70144.15294
France,1966,50508717,846739.8458
Gabon,1966,542557,3384.019102
Gambia,1966,408180,172.5117832
Georgia,1966,3966700,7528.998718
Germany,1966,76600311,
Ghana,1966,7890992,7813.86411
Greece,1966,8613651,88219.41969
Grenada,1966,94875,
Guatemala,1966,5013153,8388.746863
Guinea,1966,3948869,
Guinea-Bissau,1966,662463,
Guyana,1966,664521,1148.083946
Haiti,1966,4357484,
Honduras,1966,2414807,3019.725205
Hungary,1966,10178653,
Iceland,1966,195570,3146.432026
India,1966,508161935,161806.7261
Indonesia,1966,103067354,68607.29352
Iran,1966,25624656,99290.40034
Iraq,1966,8651164,
Ireland,1966,2888800,
Israel,1966,2629000,26312.19652
Italy,1966,52519000,744957.417
Jamaica,1966,1780264,6744.754034
Japan,1966,99790000,1377969.968
Jordan,1966,1265806,
Kazakhstan,1966,11872939,
Kenya,1966,9822499,5887.173901
Kiribati,1966,47459,
Korea (North),1966,12864954,
Korea (South),1966,29435571,37605.20422
Kuwait,1966,524856,
Kyrgyzstan,1966,2655300,
Laos,1966,2439196,
Latvia,1966,2283217,
Lebanon,1966,2136636,
Lesotho,1966,952206,313.5180243
Liberia,1966,1282814,1797.833915
Libya,1966,1803683,
Liechtenstein,1966,19153,
Lithuania,1966,3008050,
Luxembourg,1966,333895,10021.93998
"Macedonia, FYR",1966,1617794,
Madagascar,1966,5918595,3988.111883
Malawi,1966,4158124,1231.842943
Malaysia,1966,9789982,17275.81634
Maldives,1966,105190,
Mali,1966,5635859,
Malta,1966,315200,
Marshall Islands,1966,17842,
Mauritania,1966,1021882,1150.985108
Mauritius,1966,768813,
Mexico,1966,46011038,212594.944
Micronesia,1966,54199,
Moldova,1966,2873000,
Mongolia,1966,1139961,
Montenegro,1966,526419,
Morocco,1966,14593284,11947.01418
Mozambique,1966,8381455,
Myanmar,1966,23944178,3916.153089
Namibia,1966,700341,
Nauru,1966,5936,
Nepal,1966,11109884,3234.230864
Netherlands,1966,12456251,252114.5515
New Zealand,1966,2675900,
Nicaragua,1966,2125240,4473.707142
Niger,1966,4027758,2791.68413
Nigeria,1966,51217359,70039.13755
Niue,1966,,
Norway,1966,3753012,108004.0344
Oman,1966,642003,1545.516775
Pakistan,1966,52191095,20695.60265
Palau,1966,10946,
Panama,1966,1353804,3837.703295
Papua New Guinea,1966,2289109,2313.949535
Paraguay,1966,2229376,2546.242966
Peru,1966,11941325,40540.6203
Philippines,1966,31867563,37494.56098
Poland,1966,31681000,
Portugal,1966,8930990,56537.54892
Qatar,1966,79844,
Romania,1966,19215450,
Russian Federation,1966,127468000,
Rwanda,1966,3319082,936.9805955
Saint Kitts & Nevis,1966,48358,
Saint Lucia,1966,97881,
Saint Vincent & Grenadines,1966,86857,150.7388136
Samoa,1966,130688,
Sao Tome & Principe,1966,66063,
Saudi Arabia,1966,5015204,
Senegal,1966,3789211,3927.196826
Serbia,1966,,
Seychelles,1966,48699,159.946549
Sierra Leone,1966,2512652,1087.964347
Singapore,1966,1934400,8169.636964
Slovakia,1966,4411666,
Slovenia,1966,1669905,
Solomon Islands,1966,141026,
Somalia,1966,3143836,
South Africa,1966,20325230,111950.4999
Spain,1966,32283194,362508.3207
Sri Lanka,1966,11439000,7055.524282
Sudan,1966,9047798,9859.523192
Suriname,1966,341133,
Swaziland,1966,401183,
Sweden,1966,7807797,178429.0174
Switzerland,1966,5918002,
Syria,1966,5553246,
Tajikistan,1966,2574478,
Tanzania,1966,12038903,
Thailand,1966,32789096,24582.23829
Togo,1966,1774029,973.4415009
Tonga,1966,76779,
Trinidad & Tobago,1966,919903,5965.965201
Tunisia,1966,4638275,5234.649504
Turkey,1966,31717477,122515.6676
Turkmenistan,1966,1952141,
Tuvalu,1966,6938,
Uganda,1966,8292776,
Ukraine,1966,45682308,
United Arab Emirates,1966,160481,
United Kingdom,1966,54648500,865163.008
United States of America,1966,196560000,4181644.072
Uruguay,1966,2722877,14982.69434
Uzbekistan,1966,10520879,
Vanuatu,1966,76413,
Venezuela,1966,10175140,138682.7064
Vietnam,1966,39142000,
World,1966,3394864530,15446145.78
Yemen,1966,5748588,
Zambia,1966,3676189,5794.652457
Zimbabwe,1966,4553433,4042.627513
Afghanistan,1967,10372630,
Albania,1967,1965598,
Algeria,1967,13354197,29946.12463
Andorra,1967,20758,
Angola,1967,6414995,
Antigua & Barbuda,1967,63360,
Argentina,1967,22932203,142798.7766
Armenia,1967,2339124,
Australia,1967,11799000,269925.6456
Austria,1967,7376998,124348.0661
Azerbaijan,1967,4843870,
Bahamas,1967,152609,2999.173418
Bahrain,1967,196063,
Bangladesh,1967,59620669,22563.34242
Barbados,1967,236621,
Belarus,1967,8785648,
Belgium,1967,9580991,164905.2764
Belize,1967,112692,138.0804319
Benin,1967,2735307,1551.968411
Bhutan,1967,270622,
Bolivia,1967,4237125,6964.795309
Bosnia & Herzegovina,1967,3632669,
Botswana,1967,633154,313.6551729
Brazil,1967,88191378,337310.3534
Brunei,1967,112494,
Bulgaria,1967,8310226,
Burkina Faso,1967,5343019,1418.870435
Burundi,1967,3234023,768.907087
Cambodia,1967,6685321,
Cameroon,1967,6058539,4964.522375
Canada,1967,20412000,458915.8459
Cape Verde,1967,248747,
Central African Republic,1967,1718603,985.7220469
Chad,1967,3434811,2132.140969
Chile,1967,8997325,40619.32875
China,1967,754550000,139649.038
Colombia,1967,20311371,50214.73508
Comoros,1967,215897,
Congo,1967,1251703,1807.619408
"Congo, Dem. Republic",1967,18378214,17858.77072
Cook Islands,1967,,
Costa Rica,1967,1694710,5571.557575
Cote d'Ivoire,1967,4656353,7268.341328
Croatia,1967,4339000,
Cuba,1967,8263546,
Cyprus,1967,591308,
Czech Republic,1967,9852899,
Denmark,1967,4835354,132544.177
Djibouti,1967,131397,
Dominica,1967,67686,
Dominican Republic,1967,4125109,5608.852514
Ecuador,1967,5566057,13244.96266
Egypt,1967,32534021,23967.29698
El Salvador,1967,3383701,8554.453184
Equatorial Guinea,1967,293440,
Eritrea,1967,1674204,
Estonia,1967,1318946,
Ethiopia,1967,26281208,
European Union (28),1967,429662556,4055495.455
Fiji,1967,487913,920.9101179
Finland,1967,4605744,71665.45959
France,1967,50915456,886436.3546
Gabon,1967,553823,3523.27666
Gambia,1967,416339,172.5117832
Georgia,1967,4005800,7999.561104
Germany,1967,76951336,
Ghana,1967,8057444,8054.168878
Greece,1967,8684088,93055.11175
Grenada,1967,94961,
Guatemala,1967,5160609,8733.706866
Guinea,1967,4023486,
Guinea-Bissau,1967,673462,
Guyana,1967,675871,1197.607946
Haiti,1967,4445530,
Honduras,1967,2486414,3200.230573
Hungary,1967,10216604,
Iceland,1967,198751,3106.558493
India,1967,518889779,174469.6607
Indonesia,1967,105907403,69554.35053
Iran,1967,26318119,110463.3536
Iraq,1967,8947404,
Ireland,1967,2902450,
Israel,1967,2745000,27100.25211
Italy,1967,52900500,798435.023
Jamaica,1967,1803064,6866.742253
Japan,1967,100725000,1530678.561
Jordan,1967,1377465,
Kazakhstan,1967,12120504,
Kenya,1967,10154484,6085.055476
Kiribati,1967,48437,
Korea (North),1967,13222694,
Korea (South),1967,30130983,41033.63058
Kuwait,1967,579007,
Kyrgyzstan,1967,2736500,
Laos,1967,2496920,
Latvia,1967,2301220,
Lebanon,1967,2174845,
Lesotho,1967,971512,347.729304
Liberia,1967,1313941,1919.112031
Libya,1967,1878877,
Liechtenstein,1967,19691,
Lithuania,1967,3044400,
Luxembourg,1967,334995,10043.66062
"Macedonia, FYR",1967,1644943,
Madagascar,1967,6073526,4208.597265
Malawi,1967,4262005,1321.540202
Malaysia,1967,10046172,17942.16988
Maldives,1967,107538,
Mali,1967,5706199,1944.068679
Malta,1967,311550,
Marshall Islands,1967,18388,
Mauritania,1967,1052286,1192.042277
Mauritius,1967,783917,
Mexico,1967,47429812,225042.2183
Micronesia,1967,56319,
Moldova,1967,2918000,
Mongolia,1967,1173191,
Montenegro,1967,522796,
Morocco,1967,14950803,13145.16128
Mozambique,1967,8565674,
Myanmar,1967,24524548,3684.11088
Namibia,1967,718685,
Nauru,1967,6102,
Nepal,1967,11316826,3183.405007
Netherlands,1967,12598201,265426.237
New Zealand,1967,2724100,
Nicaragua,1967,2189882,4785.50278
Niger,1967,4144395,2795.114235
Nigeria,1967,52341834,59012.43614
Niue,1967,,
Norway,1967,3784539,114760.8521
Oman,1967,660119,2568.943823
Pakistan,1967,53590929,21813.29197
Palau,1967,11080,
Panama,1967,1393799,4165.939417
Papua New Guinea,1967,2344977,2408.137959
Paraguay,1967,2289582,2779.233548
Peru,1967,12282082,42102.4738
Philippines,1967,32826599,39490.82772
Poland,1967,31987155,
Portugal,1967,8874520,60803.01442
Qatar,1967,86295,
Romania,1967,19534242,
Russian Federation,1967,128196000,
Rwanda,1967,3418317,1001.782338
Saint Kitts & Nevis,1967,47380,
Saint Lucia,1967,99527,
Saint Vincent & Grenadines,1967,87736,136.3827301
Samoa,1967,134193,
Sao Tome & Principe,1967,67873,
Saudi Arabia,1967,5194846,
Senegal,1967,3899237,3879.29316
Serbia,1967,,
Seychelles,1967,49911,160.7538623
Sierra Leone,1967,2553529,1088.359078
Singapore,1967,1977600,9173.157316
Slovakia,1967,4449367,
Slovenia,1967,1689528,
Solomon Islands,1967,145351,
Somalia,1967,3228495,
South Africa,1967,20843785,120007.1027
Spain,1967,32682947,378242.4086
Sri Lanka,1967,11703000,7509.831214
Sudan,1967,9337657,9999.930816
Suriname,1967,350751,
Swaziland,1967,411352,
Sweden,1967,7867931,184434.0423
Switzerland,1967,5991785,
Syria,1967,5740710,
Tajikistan,1967,2662230,
Tanzania,1967,12406040,
Thailand,1967,33778504,26700.2396
Togo,1967,1855442,1026.9844
Tonga,1967,79052,
Trinidad & Tobago,1967,925909,6087.820894
Tunisia,1967,4737627,5243.127148
Turkey,1967,32477961,128313.7341
Turkmenistan,1967,2011763,
Tuvalu,1967,7040,
Uganda,1967,8580676,
Ukraine,1967,46060452,
United Arab Emirates,1967,170283,
United Kingdom,1967,54943600,885156.6232
United States of America,1967,198712000,4286185.174
Uruguay,1967,2750093,14434.80206
Uzbekistan,1967,10917446,
Vanuatu,1967,78522,
Venezuela,1967,10528054,142612.7927
Vietnam,1967,39980000,
World,1967,3464439525,16128084.02
Yemen,1967,5858638,
Zambia,1967,3791887,6253.571345
Zimbabwe,1967,4700041,4380.874518
Afghanistan,1968,10604346,
Albania,1968,2022272,
Algeria,1968,13744387,33179.17968
Andorra,1968,21890,
Angola,1968,6523791,
Antigua & Barbuda,1968,64655,
Argentina,1968,23261278,149685.2487
Armenia,1968,2401140,
Australia,1968,12009000,283669.1459
Austria,1968,7415403,129909.3006
Azerbaijan,1968,4960235,
Bahamas,1968,158627,3251.756712
Bahrain,1968,200653,
Bangladesh,1968,61579473,24704.48042
Barbados,1968,237199,
Belarus,1968,8874552,
Belgium,1968,9618756,171821.6175
Belize,1968,116061,148.2531287
Benin,1968,2791590,1611.600246
Bhutan,1968,279515,
Bolivia,1968,4324064,6117.247421
Bosnia & Herzegovina,1968,3675452,
Botswana,1968,652843,346.7992923
Brazil,1968,90557064,375855.76
Brunei,1968,117950,
Bulgaria,1968,8369603,
Burkina Faso,1968,5434041,1462.440739
Burundi,1968,3316233,766.6166384
